"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
7.218345511E2,7.635815418E-4,1.679879380E-3,-1.527163113E-4
7.218845511E2,-4.581489484E-4,4.581489484E-4,-1.527163113E-4
7.219345511E2,-4.581489484E-4,-7.635815418E-4,-1.527163113E-4
7.219845511E2,-4.581489484E-4,-1.985311974E-3,-1.527163113E-4
7.220345511E2,-1.527163084E-3,1.679879380E-3,-1.527163113E-4
7.220845511E2,-4.581489484E-4,-1.985311974E-3,-1.527163113E-4
7.221345511E2,-3.054326226E-4,4.581489484E-4,1.069014193E-3
7.221845511E2,7.635815418E-4,4.581489484E-4,-1.527163113E-4
7.222345511E2,-4.581489484E-4,-7.635815418E-4,-1.374446787E-3
7.222845511E2,-4.581489484E-4,4.581489484E-4,-1.527163113E-4
7.223345511E2,-4.581489484E-4,-1.985311974E-3,-1.527163113E-4
7.223845511E2,-3.054326226E-4,1.679879380E-3,1.069014193E-3
7.224345511E2,-4.581489484E-4,1.679879380E-3,-1.527163113E-4
7.224845511E2,7.635815418E-4,4.581489484E-4,-1.374446787E-3
7.225345511E2,-4.581489484E-4,4.581489484E-4,-1.527163113E-4
7.225845511E2,-4.581489484E-4,4.581489484E-4,-1.527163113E-4
7.226345511E2,-3.054326226E-4,4.581489484E-4,1.069014193E-3
7.226845511E2,-4.581489484E-4,-1.985311974E-3,-1.527163113E-4
7.227345511E2,-1.679879380E-3,4.581489484E-4,-1.527163113E-4
7.227845511E2,-4.581489484E-4,-7.635815418E-4,-1.527163113E-4
7.228345511E2,-4.581489484E-4,-7.635815418E-4,-1.527163113E-4
7.228845511E2,-4.581489484E-4,-7.635815418E-4,-1.527163113E-4
7.229345511E2,7.635815418E-4,-7.635815418E-4,-1.374446787E-3
7.229845511E2,7.635815418E-4,-7.635815418E-4,-1.374446787E-3
7.230345511E2,-3.054326226E-4,4.581489484E-4,1.069014193E-3
7.230845511E2,-4.581489484E-4,-7.635815418E-4,-1.527163113E-4
7.231345511E2,-4.581489484E-4,-7.635815418E-4,-1.527163113E-4
7.231845511E2,-4.581489484E-4,-1.985311974E-3,-1.527163113E-4
7.232345511E2,-4.581489484E-4,1.679879380E-3,-1.374446787E-3
7.232845511E2,-4.581489484E-4,4.581489484E-4,-1.527163113E-4
7.233345511E2,-1.679879380E-3,-7.635815418E-4,-1.374446787E-3
7.233845511E2,-4.581489484E-4,-7.635815418E-4,-1.527163113E-4
7.234345511E2,7.635815418E-4,4.581489484E-4,-1.527163113E-4
7.234845511E2,7.635815418E-4,4.581489484E-4,-1.527163113E-4
7.235345511E2,-1.679879380E-3,4.581489484E-4,-1.527163113E-4
7.235845511E2,-4.581489484E-4,-7.635815418E-4,1.069014193E-3
7.236345511E2,-3.054326226E-4,4.581489484E-4,2.290744567E-3
7.236845511E2,-4.581489484E-4,-7.635815418E-4,-1.527163113E-4
7.237345511E2,-4.581489484E-4,4.581489484E-4,-1.374446787E-3
7.237845511E2,-4.581489484E-4,1.679879380E-3,-1.527163113E-4
7.238345511E2,7.635815418E-4,-7.635815418E-4,-1.527163113E-4
7.238845511E2,-4.581489484E-4,1.679879380E-3,-1.527163113E-4
7.239345511E2,7.635815418E-4,1.679879380E-3,-1.527163113E-4
7.239845511E2,-3.054326226E-4,1.679879380E-3,-1.527163113E-4
7.240345511E2,1.985311974E-3,-7.635815418E-4,-1.527163113E-4
7.240845511E2,7.635815418E-4,4.581489484E-4,-1.527163113E-4
7.241345511E2,-4.581489484E-4,-7.635815418E-4,-1.374446787E-3
7.241845511E2,-4.581489484E-4,-7.635815418E-4,-1.527163113E-4
7.242345511E2,-3.054326226E-4,1.679879380E-3,1.069014193E-3
7.242845511E2,-3.054326226E-4,4.581489484E-4,1.069014193E-3
7.243345511E2,-1.679879380E-3,-1.985311974E-3,-1.527163113E-4
7.243845511E2,7.635815418E-4,-1.985311974E-3,-1.527163113E-4
7.244345511E2,-4.581489484E-4,4.581489484E-4,-1.527163113E-4
7.244845511E2,7.635815418E-4,4.581489484E-4,-1.527163113E-4
7.245345511E2,-1.679879380E-3,4.581489484E-4,-1.374446787E-3
7.245845511E2,-3.054326226E-4,4.581489484E-4,1.069014193E-3
7.246345511E2,7.635815418E-4,4.581489484E-4,-1.527163113E-4
7.246845511E2,-4.581489484E-4,-7.635815418E-4,-1.527163113E-4
7.247345511E2,-4.581489484E-4,4.581489484E-4,-1.374446787E-3
7.247845511E2,7.635815418E-4,-7.635815418E-4,-1.527163113E-4
7.248345511E2,-4.581489484E-4,4.581489484E-4,-1.527163113E-4
7.248845511E2,-4.581489484E-4,4.581489484E-4,-1.527163113E-4
7.249345511E2,-4.581489484E-4,4.581489484E-4,-1.527163113E-4
7.249845511E2,7.635815418E-4,-1.985311974E-3,-1.527163113E-4
7.250345511E2,-4.581489484E-4,-7.635815418E-4,1.069014193E-3
7.250845511E2,-4.581489484E-4,4.581489484E-4,-1.527163113E-4
7.251345511E2,7.635815418E-4,-7.635815418E-4,-1.374446787E-3
7.251845511E2,-4.581489484E-4,-7.635815418E-4,-1.527163113E-4
7.252345511E2,-4.581489484E-4,-7.635815418E-4,-1.527163113E-4
7.252845511E2,7.635815418E-4,4.581489484E-4,-1.527163113E-4
7.253345511E2,-4.581489484E-4,-7.635815418E-4,-1.527163113E-4
7.253845511E2,7.635815418E-4,4.581489484E-4,1.069014193E-3
7.254345511E2,7.635815418E-4,-7.635815418E-4,-1.527163113E-4
7.254845511E2,7.635815418E-4,-1.985311974E-3,-1.527163113E-4
7.255345511E2,7.635815418E-4,-7.635815418E-4,-1.527163113E-4
7.255845511E2,7.635815418E-4,1.679879380E-3,-1.527163113E-4
7.256345511E2,-4.581489484E-4,4.581489484E-4,-1.527163113E-4
7.256845511E2,7.635815418E-4,1.679879380E-3,-1.527163113E-4
7.257345511E2,-1.679879380E-3,-7.635815418E-4,-1.527163113E-4
7.257845511E2,-1.679879380E-3,-7.635815418E-4,-1.527163113E-4
7.258345511E2,-4.581489484E-4,-7.635815418E-4,-1.527163113E-4
7.258845511E2,7.635815418E-4,-7.635815418E-4,1.069014193E-3
7.259345511E2,7.635815418E-4,-7.635815418E-4,-1.527163113E-4
7.259845511E2,-4.581489484E-4,4.581489484E-4,-1.374446787E-3
7.260345511E2,7.635815418E-4,-1.985311974E-3,-1.527163113E-4
7.260845511E2,7.635815418E-4,4.581489484E-4,-1.527163113E-4
7.261345511E2,7.635815418E-4,-7.635815418E-4,-1.527163113E-4
7.261845511E2,-4.581489484E-4,-7.635815418E-4,1.069014193E-3
7.262345511E2,-4.581489484E-4,1.679879380E-3,-1.527163113E-4
7.262845511E2,-4.581489484E-4,-7.635815418E-4,-1.527163113E-4
7.263345511E2,-4.581489484E-4,1.679879380E-3,-1.527163113E-4
7.263845511E2,-4.581489484E-4,1.679879380E-3,-1.527163113E-4
7.264345511E2,7.635815418E-4,4.581489484E-4,-1.527163113E-4
7.264845511E2,-4.581489484E-4,-7.635815418E-4,-1.527163113E-4
7.265345511E2,-1.679879380E-3,-7.635815418E-4,1.069014193E-3
7.265845511E2,-4.581489484E-4,4.581489484E-4,1.069014193E-3
7.266345511E2,-3.054326226E-4,4.581489484E-4,1.069014193E-3
7.266845511E2,-4.581489484E-4,-7.635815418E-4,-1.527163113E-4
7.267345511E2,7.635815418E-4,4.581489484E-4,1.069014193E-3
7.267845511E2,-1.527163084E-3,4.581489484E-4,1.069014193E-3
7.268345511E2,-4.581489484E-4,4.581489484E-4,-1.527163113E-4
7.268845511E2,-4.581489484E-4,4.581489484E-4,-1.527163113E-4
7.269345511E2,-4.581489484E-4,-7.635815418E-4,-1.527163113E-4
7.269845511E2,-4.581489484E-4,-7.635815418E-4,-1.527163113E-4
7.270345511E2,7.635815418E-4,-7.635815418E-4,-1.527163113E-4
7.270845511E2,-4.581489484E-4,4.581489484E-4,-1.374446787E-3
7.271345511E2,7.635815418E-4,4.581489484E-4,-1.527163113E-4
7.271845511E2,-4.581489484E-4,-7.635815418E-4,-1.527163113E-4
7.272345511E2,7.635815418E-4,1.679879380E-3,-1.527163113E-4
7.272845511E2,-4.581489484E-4,-7.635815418E-4,-1.527163113E-4
7.273345511E2,-4.581489484E-4,-7.635815418E-4,1.069014193E-3
7.273845511E2,-4.581489484E-4,4.581489484E-4,-1.527163113E-4
7.274345511E2,7.635815418E-4,4.581489484E-4,-1.527163113E-4
7.274845511E2,-4.581489484E-4,-7.635815418E-4,-1.527163113E-4
7.275345511E2,7.635815418E-4,-1.985311974E-3,-1.527163113E-4
7.275845511E2,-4.581489484E-4,-7.635815418E-4,-1.527163113E-4
7.276345511E2,7.635815418E-4,1.679879380E-3,-1.527163113E-4
7.276845511E2,7.635815418E-4,4.581489484E-4,-1.527163113E-4
7.277345511E2,-4.581489484E-4,-7.635815418E-4,-1.527163113E-4
7.277845511E2,-4.581489484E-4,4.581489484E-4,-1.527163113E-4
7.278345511E2,-4.581489484E-4,4.581489484E-4,-1.527163113E-4
7.278845511E2,-2.748893574E-3,1.679879380E-3,1.069014193E-3
7.279345511E2,7.635815418E-4,1.679879380E-3,-1.527163113E-4
7.279845511E2,7.635815418E-4,4.581489484E-4,-1.527163113E-4
7.280345511E2,7.635815418E-4,4.581489484E-4,-1.527163113E-4
7.280845511E2,-3.054326226E-4,1.679879380E-3,1.069014193E-3
7.281345511E2,-3.054326226E-4,1.679879380E-3,-1.527163113E-4
7.281845511E2,-4.581489484E-4,1.679879380E-3,-1.527163113E-4
7.282345511E2,-4.581489484E-4,4.581489484E-4,-1.527163113E-4
7.282845511E2,-4.581489484E-4,-1.985311974E-3,-1.527163113E-4
7.283345511E2,7.635815418E-4,4.581489484E-4,-1.527163113E-4
7.283845511E2,-4.581489484E-4,-7.635815418E-4,-1.527163113E-4
7.284345511E2,-4.581489484E-4,4.581489484E-4,-1.527163113E-4
7.284845511E2,7.635815418E-4,4.581489484E-4,-1.527163113E-4
7.285345511E2,7.635815418E-4,-7.635815418E-4,-1.527163113E-4
7.285845511E2,7.635815418E-4,4.581489484E-4,-1.527163113E-4
7.286345511E2,1.985311974E-3,4.581489484E-4,-1.527163113E-4
7.286845511E2,1.985311974E-3,4.581489484E-4,-1.527163113E-4
7.287345511E2,7.635815418E-4,-7.635815418E-4,-1.527163113E-4
7.287845511E2,-3.054326226E-4,4.581489484E-4,1.069014193E-3
7.288345511E2,-4.581489484E-4,-7.635815418E-4,-1.527163113E-4
7.288845511E2,-1.527163084E-3,4.581489484E-4,1.069014193E-3
7.289345511E2,-4.581489484E-4,-7.635815418E-4,-1.527163113E-4
7.289845511E2,-1.679879380E-3,-7.635815418E-4,-1.527163113E-4
7.290345511E2,-4.581489484E-4,4.581489484E-4,-1.527163113E-4
7.290845511E2,7.635815418E-4,4.581489484E-4,-1.527163113E-4
7.291345511E2,-4.581489484E-4,4.581489484E-4,-1.527163113E-4
7.291845511E2,-3.054326226E-4,4.581489484E-4,1.069014193E-3
7.292345511E2,7.635815418E-4,-7.635815418E-4,-1.374446787E-3
7.292845511E2,-1.527163084E-3,1.679879380E-3,-1.527163113E-4
7.293345511E2,-4.581489484E-4,-7.635815418E-4,-1.527163113E-4
7.293845511E2,-4.581489484E-4,4.581489484E-4,-1.527163113E-4
7.294345511E2,-4.581489484E-4,4.581489484E-4,-1.374446787E-3
7.294845511E2,7.635815418E-4,4.581489484E-4,-1.527163113E-4
7.295345511E2,7.635815418E-4,4.581489484E-4,-1.527163113E-4
7.295845511E2,-4.581489484E-4,-7.635815418E-4,-1.527163113E-4
7.296345511E2,7.635815418E-4,4.581489484E-4,-1.527163113E-4
7.296845511E2,-4.581489484E-4,4.581489484E-4,-1.527163113E-4
7.297345511E2,7.635815418E-4,4.581489484E-4,-1.527163113E-4
7.297845511E2,-3.054326226E-4,1.679879380E-3,-1.527163113E-4
7.298345511E2,-4.581489484E-4,-1.985311974E-3,-1.374446787E-3
7.298845511E2,-4.581489484E-4,4.581489484E-4,-1.527163113E-4
7.299345511E2,-4.581489484E-4,-1.985311974E-3,-1.527163113E-4
7.299845511E2,-1.679879380E-3,-7.635815418E-4,-1.374446787E-3
7.300345511E2,7.635815418E-4,4.581489484E-4,-1.527163113E-4
7.300845511E2,-1.679879380E-3,-1.985311974E-3,-1.527163113E-4
7.301345511E2,7.635815418E-4,-1.985311974E-3,-1.527163113E-4
7.301845511E2,7.635815418E-4,4.581489484E-4,-1.527163113E-4
7.302345511E2,7.635815418E-4,4.581489484E-4,-1.527163113E-4
7.302845511E2,-3.054326226E-4,4.581489484E-4,1.069014193E-3
7.303345511E2,-1.679879380E-3,-7.635815418E-4,-1.527163113E-4
7.303845511E2,-3.054326226E-4,1.679879380E-3,1.069014193E-3
7.304345511E2,-4.581489484E-4,4.581489484E-4,-1.374446787E-3
7.304845511E2,7.635815418E-4,6.108652451E-4,-1.527163113E-4
7.305345511E2,-4.581489484E-4,-1.832595794E-3,-1.527163113E-4
7.305845511E2,-1.527163084E-3,1.832595794E-3,-1.527163113E-4
7.306345511E2,7.635815418E-4,-1.832595794E-3,-1.374446787E-3
7.306845511E2,7.635815418E-4,1.832595794E-3,-1.527163113E-4
7.307345511E2,-4.581489484E-4,6.108652451E-4,-1.527163113E-4
7.307845511E2,7.635815418E-4,-6.108652451E-4,-1.527163113E-4
7.308345511E2,1.985311974E-3,6.108652451E-4,-1.527163113E-4
7.308845511E2,7.635815418E-4,-6.108652451E-4,-1.527163113E-4
7.309345511E2,7.635815418E-4,1.832595794E-3,-1.527163113E-4
7.309845511E2,7.635815418E-4,-6.108652451E-4,-1.527163113E-4
7.310345511E2,-4.581489484E-4,-1.832595794E-3,-1.527163113E-4
7.310845511E2,-4.581489484E-4,6.108652451E-4,-1.527163113E-4
7.311345511E2,7.635815418E-4,-6.108652451E-4,-1.527163113E-4
7.311845511E2,7.635815418E-4,-6.108652451E-4,-1.374446787E-3
7.312345511E2,7.635815418E-4,-6.108652451E-4,-1.527163113E-4
7.312845511E2,9.162978968E-4,1.832595794E-3,1.069014193E-3
7.313345511E2,7.635815418E-4,6.108652451E-4,-1.374446787E-3
7.313845511E2,-4.581489484E-4,-6.108652451E-4,-1.527163113E-4
7.314345511E2,7.635815418E-4,6.108652451E-4,-1.527163113E-4
7.314845511E2,-1.679879380E-3,-6.108652451E-4,-1.527163113E-4
7.315345511E2,-1.679879380E-3,1.832595794E-3,-1.374446787E-3
7.315845511E2,-1.679879380E-3,6.108652451E-4,-1.527163113E-4
7.316345511E2,-3.054326226E-4,6.108652451E-4,1.069014193E-3
7.316845511E2,7.635815418E-4,6.108652451E-4,-1.527163113E-4
7.317345511E2,1.985311974E-3,6.108652451E-4,1.069014193E-3
7.317845511E2,-3.054326226E-4,6.108652451E-4,1.069014193E-3
7.318345511E2,-3.054326226E-4,6.108652451E-4,1.069014193E-3
7.318845511E2,-4.581489484E-4,6.108652451E-4,-1.374446787E-3
7.319345511E2,7.635815418E-4,6.108652451E-4,-1.527163113E-4
7.319845511E2,-3.054326226E-4,6.108652451E-4,1.069014193E-3
7.320345511E2,-1.679879380E-3,-1.832595794E-3,-1.527163113E-4
7.320845511E2,-4.581489484E-4,-6.108652451E-4,1.069014193E-3
7.321345511E2,-3.054326226E-4,6.108652451E-4,1.069014193E-3
7.321845511E2,1.985311974E-3,-6.108652451E-4,-1.527163113E-4
7.322345511E2,7.635815418E-4,-6.108652451E-4,-1.374446787E-3
7.322845511E2,7.635815418E-4,1.832595794E-3,-1.527163113E-4
7.323345511E2,7.635815418E-4,-1.832595794E-3,-1.527163113E-4
7.323845511E2,1.985311974E-3,6.108652451E-4,1.069014193E-3
7.324345511E2,-3.054326226E-4,6.108652451E-4,1.069014193E-3
7.324845511E2,-4.581489484E-4,-7.635815418E-4,-1.527163113E-4
7.325345511E2,-4.581489484E-4,-7.635815418E-4,-1.527163113E-4
7.325845511E2,-3.054326226E-4,1.679879380E-3,-1.527163113E-4
7.326345511E2,-1.679879380E-3,4.581489484E-4,-1.527163113E-4
7.326845511E2,-4.581489484E-4,-7.635815418E-4,-1.374446787E-3
7.327345511E2,7.635815418E-4,-7.635815418E-4,1.069014193E-3
7.327845511E2,7.635815418E-4,1.679879380E-3,-1.527163113E-4
7.328345511E2,7.635815418E-4,-1.985311974E-3,-1.374446787E-3
7.328845511E2,7.635815418E-4,-7.635815418E-4,-1.527163113E-4
7.329345511E2,-4.581489484E-4,-7.635815418E-4,-1.374446787E-3
7.329845511E2,-4.581489484E-4,4.581489484E-4,-1.527163113E-4
7.330345511E2,-3.054326226E-4,1.679879380E-3,1.069014193E-3
7.330845511E2,-4.581489484E-4,-7.635815418E-4,-1.374446787E-3
7.331345511E2,-4.581489484E-4,-7.635815418E-4,-1.527163113E-4
7.331845511E2,7.635815418E-4,4.581489484E-4,-1.527163113E-4
7.332345511E2,-3.054326226E-4,4.581489484E-4,1.069014193E-3
7.332845511E2,-4.581489484E-4,-7.635815418E-4,1.069014193E-3
7.333345511E2,-4.581489484E-4,4.581489484E-4,-1.527163113E-4
7.333845511E2,-3.054326226E-4,1.679879380E-3,-1.527163113E-4
7.334345511E2,-3.054326226E-4,1.679879380E-3,-1.527163113E-4
7.334845511E2,-1.679879380E-3,-7.635815418E-4,-1.527163113E-4
7.335345511E2,-4.581489484E-4,-7.635815418E-4,-1.527163113E-4
7.335845511E2,-1.527163084E-3,4.581489484E-4,-1.527163113E-4
7.336345511E2,-1.527163084E-3,4.581489484E-4,-1.527163113E-4
7.336845511E2,-3.054326226E-4,1.679879380E-3,-1.527163113E-4
7.337345511E2,-4.581489484E-4,4.581489484E-4,-1.527163113E-4
7.337845511E2,-4.581489484E-4,-7.635815418E-4,-1.527163113E-4
7.338345511E2,-4.581489484E-4,4.581489484E-4,-1.527163113E-4
7.338845511E2,7.635815418E-4,4.581489484E-4,-1.527163113E-4
7.339345511E2,-1.679879380E-3,4.581489484E-4,-1.527163113E-4
7.339845511E2,7.635815418E-4,-7.635815418E-4,-1.527163113E-4
7.340345511E2,-3.054326226E-4,1.679879380E-3,1.069014193E-3
7.340845511E2,-3.054326226E-4,4.581489484E-4,1.069014193E-3
7.341345511E2,-4.581489484E-4,-7.635815418E-4,-1.527163113E-4
7.341845511E2,-4.581489484E-4,-7.635815418E-4,1.069014193E-3
7.342345511E2,7.635815418E-4,4.581489484E-4,-1.527163113E-4
7.342845511E2,-4.581489484E-4,-7.635815418E-4,-1.527163113E-4
7.343345511E2,-4.581489484E-4,4.581489484E-4,-1.527163113E-4
7.343845511E2,-4.581489484E-4,4.581489484E-4,-1.527163113E-4
7.344345511E2,-3.054326226E-4,4.581489484E-4,1.069014193E-3
7.344845511E2,-1.527163084E-3,1.679879380E-3,-1.527163113E-4
7.345345511E2,-4.581489484E-4,-7.635815418E-4,-1.527163113E-4
7.345845511E2,-1.527163084E-3,4.581489484E-4,1.069014193E-3
7.346345511E2,-4.581489484E-4,4.581489484E-4,-1.527163113E-4
7.346845511E2,-4.581489484E-4,-7.635815418E-4,-1.527163113E-4
7.347345511E2,-3.054326226E-4,4.581489484E-4,1.069014193E-3
7.347845511E2,7.635815418E-4,1.679879380E-3,-1.527163113E-4
7.348345511E2,7.635815418E-4,4.581489484E-4,-1.374446787E-3
7.348845511E2,-4.581489484E-4,-7.635815418E-4,1.069014193E-3
7.349345511E2,7.635815418E-4,1.679879380E-3,-1.527163113E-4
7.349845511E2,7.635815418E-4,4.581489484E-4,-1.527163113E-4
7.350345511E2,7.635815418E-4,-7.635815418E-4,-1.527163113E-4
7.350845511E2,-4.581489484E-4,-1.985311974E-3,1.069014193E-3
7.351345511E2,-4.581489484E-4,-7.635815418E-4,-1.527163113E-4
7.351845511E2,-4.581489484E-4,-7.635815418E-4,-1.527163113E-4
7.352345511E2,-3.054326226E-4,4.581489484E-4,1.069014193E-3
7.352845511E2,-3.054326226E-4,4.581489484E-4,1.069014193E-3
7.353345511E2,7.635815418E-4,-7.635815418E-4,-1.527163113E-4
7.353845511E2,7.635815418E-4,1.679879380E-3,-1.527163113E-4
7.354345511E2,-4.581489484E-4,-7.635815418E-4,-1.527163113E-4
7.354845511E2,-1.527163084E-3,1.679879380E-3,-1.527163113E-4
7.355345511E2,7.635815418E-4,-7.635815418E-4,-1.527163113E-4
7.355845511E2,-4.581489484E-4,-7.635815418E-4,-1.527163113E-4
7.356345511E2,7.635815418E-4,-7.635815418E-4,-1.374446787E-3
7.356845511E2,-1.679879380E-3,-7.635815418E-4,-1.527163113E-4
7.357345511E2,-4.581489484E-4,-7.635815418E-4,-1.527163113E-4
7.357845511E2,-3.054326226E-4,4.581489484E-4,1.069014193E-3
7.358345511E2,7.635815418E-4,1.679879380E-3,-1.527163113E-4
7.358845511E2,-4.581489484E-4,4.581489484E-4,-1.527163113E-4
7.359345511E2,7.635815418E-4,4.581489484E-4,1.069014193E-3
7.359845511E2,7.635815418E-4,4.581489484E-4,-1.527163113E-4
7.360345511E2,-3.054326226E-4,1.679879380E-3,-1.527163113E-4
7.360845511E2,-4.581489484E-4,4.581489484E-4,-1.527163113E-4
7.361345511E2,-4.581489484E-4,-7.635815418E-4,-1.527163113E-4
7.361845511E2,-4.581489484E-4,4.581489484E-4,-1.527163113E-4
7.362345511E2,-3.054326226E-4,2.901609987E-3,1.069014193E-3
7.362845511E2,-4.581489484E-4,4.581489484E-4,-1.527163113E-4
7.363345511E2,7.635815418E-4,4.581489484E-4,-1.527163113E-4
7.363845511E2,7.635815418E-4,1.679879380E-3,-1.527163113E-4
7.364345511E2,7.635815418E-4,4.581489484E-4,-1.374446787E-3
7.364845511E2,-4.581489484E-4,4.581489484E-4,-1.527163113E-4
7.365345511E2,7.635815418E-4,4.581489484E-4,-1.527163113E-4
7.365845511E2,-3.054326226E-4,1.679879380E-3,-1.527163113E-4
7.366345511E2,-1.527163084E-3,1.679879380E-3,-1.527163113E-4
7.366845511E2,-4.581489484E-4,-7.635815418E-4,-1.527163113E-4
7.367345511E2,-4.581489484E-4,-7.635815418E-4,-1.527163113E-4
7.367845511E2,-4.581489484E-4,4.581489484E-4,-1.527163113E-4
7.368345511E2,7.635815418E-4,1.679879380E-3,-1.527163113E-4
7.368845511E2,7.635815418E-4,-1.985311974E-3,-1.527163113E-4
7.369345511E2,1.985311974E-3,4.581489484E-4,-1.527163113E-4
7.369845511E2,7.635815418E-4,4.581489484E-4,1.069014193E-3
7.370345511E2,-3.054326226E-4,1.679879380E-3,-1.527163113E-4
7.370845511E2,7.635815418E-4,-7.635815418E-4,-1.527163113E-4
7.371345511E2,-4.581489484E-4,-1.985311974E-3,-1.527163113E-4
7.371845511E2,-1.679879380E-3,4.581489484E-4,-1.527163113E-4
7.372345511E2,-4.581489484E-4,4.581489484E-4,-1.527163113E-4
7.372845511E2,-4.581489484E-4,-7.635815418E-4,-1.527163113E-4
7.373345511E2,-1.679879380E-3,-7.635815418E-4,-1.527163113E-4
7.373845511E2,7.635815418E-4,4.581489484E-4,-1.527163113E-4
7.374345511E2,7.635815418E-4,1.679879380E-3,-1.374446787E-3
7.374845511E2,7.635815418E-4,-7.635815418E-4,-1.527163113E-4
7.375345511E2,7.635815418E-4,-7.635815418E-4,-1.527163113E-4
7.375845511E2,7.635815418E-4,-7.635815418E-4,-1.527163113E-4
7.376345511E2,7.635815418E-4,-7.635815418E-4,1.069014193E-3
7.376845511E2,-4.581489484E-4,-7.635815418E-4,-1.527163113E-4
7.377345511E2,7.635815418E-4,-7.635815418E-4,-1.527163113E-4
7.377845511E2,-4.581489484E-4,-7.635815418E-4,1.069014193E-3
7.378345511E2,-4.581489484E-4,4.581489484E-4,-1.527163113E-4
7.378845511E2,-4.581489484E-4,4.581489484E-4,-1.527163113E-4
7.379345511E2,-4.581489484E-4,-1.985311974E-3,1.069014193E-3
7.379845511E2,7.635815418E-4,4.581489484E-4,1.069014193E-3
7.380345511E2,7.635815418E-4,-1.985311974E-3,-1.527163113E-4
7.380845511E2,7.635815418E-4,-7.635815418E-4,1.069014193E-3
7.381345511E2,-3.054326226E-4,4.581489484E-4,1.069014193E-3
7.381845511E2,7.635815418E-4,-7.635815418E-4,-1.527163113E-4
7.382345511E2,-4.581489484E-4,-7.635815418E-4,1.069014193E-3
7.382845511E2,-4.581489484E-4,-7.635815418E-4,-1.527163113E-4
7.383345511E2,7.635815418E-4,4.581489484E-4,-1.527163113E-4
7.383845511E2,-4.581489484E-4,4.581489484E-4,-1.527163113E-4
7.384345511E2,-3.054326226E-4,1.679879380E-3,-1.527163113E-4
7.384845511E2,7.635815418E-4,4.581489484E-4,1.069014193E-3
7.385345511E2,-4.581489484E-4,6.108652451E-4,-1.527163113E-4
7.385845511E2,7.635815418E-4,6.108652451E-4,-1.527163113E-4
7.386345511E2,7.635815418E-4,-6.108652451E-4,-1.527163113E-4
7.386845511E2,7.635815418E-4,-1.832595794E-3,-1.527163113E-4
7.387345511E2,7.635815418E-4,6.108652451E-4,1.069014193E-3
7.387845511E2,7.635815418E-4,6.108652451E-4,-1.527163113E-4
7.388345511E2,-4.581489484E-4,6.108652451E-4,-1.527163113E-4
7.388845511E2,-4.581489484E-4,6.108652451E-4,1.069014193E-3
7.389345511E2,-4.581489484E-4,-6.108652451E-4,-1.527163113E-4
7.389845511E2,7.635815418E-4,6.108652451E-4,-1.527163113E-4
7.390345511E2,7.635815418E-4,6.108652451E-4,-1.527163113E-4
7.390845511E2,7.635815418E-4,6.108652451E-4,-1.527163113E-4
7.391345511E2,-1.679879380E-3,-6.108652451E-4,-1.527163113E-4
7.391845511E2,-3.054326226E-4,6.108652451E-4,1.069014193E-3
7.392345511E2,7.635815418E-4,6.108652451E-4,-1.527163113E-4
7.392845511E2,-4.581489484E-4,6.108652451E-4,-1.527163113E-4
7.393345511E2,-4.581489484E-4,-6.108652451E-4,-1.527163113E-4
7.393845511E2,7.635815418E-4,6.108652451E-4,1.069014193E-3
7.394345511E2,-4.581489484E-4,6.108652451E-4,-1.527163113E-4
7.394845511E2,-4.581489484E-4,-6.108652451E-4,1.069014193E-3
7.395345511E2,7.635815418E-4,6.108652451E-4,-1.527163113E-4
7.395845511E2,7.635815418E-4,-6.108652451E-4,-1.527163113E-4
7.396345511E2,7.635815418E-4,6.108652451E-4,-1.527163113E-4
7.396845511E2,7.635815418E-4,-6.108652451E-4,-1.527163113E-4
7.397345511E2,-4.581489484E-4,6.108652451E-4,-1.527163113E-4
7.397845511E2,-1.679879380E-3,-6.108652451E-4,-1.527163113E-4
7.398345511E2,-4.581489484E-4,6.108652451E-4,-1.527163113E-4
7.398845511E2,7.635815418E-4,1.832595794E-3,-1.527163113E-4
7.399345511E2,-1.679879380E-3,-6.108652451E-4,-1.527163113E-4
7.399845511E2,7.635815418E-4,-6.108652451E-4,-1.527163113E-4
7.400345511E2,7.635815418E-4,4.581489484E-4,-1.527163113E-4
7.400845511E2,7.635815418E-4,4.581489484E-4,-1.527163113E-4
7.401345511E2,-4.581489484E-4,4.581489484E-4,-1.527163113E-4
7.401845511E2,-4.581489484E-4,-7.635815418E-4,1.069014193E-3
7.402345511E2,-4.581489484E-4,4.581489484E-4,-1.527163113E-4
7.402845511E2,7.635815418E-4,-7.635815418E-4,-1.527163113E-4
7.403345511E2,-1.679879380E-3,4.581489484E-4,-1.527163113E-4
7.403845511E2,-4.581489484E-4,4.581489484E-4,-1.527163113E-4
7.404345511E2,-4.581489484E-4,-1.985311974E-3,-1.527163113E-4
7.404845511E2,-4.581489484E-4,1.679879380E-3,-1.527163113E-4
7.405345511E2,7.635815418E-4,-7.635815418E-4,1.069014193E-3
7.405845511E2,7.635815418E-4,4.581489484E-4,-1.527163113E-4
7.406345511E2,-4.581489484E-4,-1.985311974E-3,-1.527163113E-4
7.406845511E2,7.635815418E-4,-1.985311974E-3,-1.527163113E-4
