"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.644469651E3,6.580262631E-2,-1.238285750E-1,9.752547264E0
1.644519651E3,7.537391037E-2,-1.190429255E-1,9.752547264E0
1.644569651E3,6.580262631E-2,-1.190429255E-1,9.747760773E0
1.644619651E3,8.015955985E-2,-1.142572835E-1,9.752547264E0
1.644669651E3,8.015955985E-2,-1.094716340E-1,9.762118340E0
1.644719651E3,8.015955985E-2,-1.142572835E-1,9.762118340E0
1.644769651E3,7.537391037E-2,-1.094716340E-1,9.747760773E0
1.644819651E3,8.015955985E-2,-1.094716340E-1,9.762118340E0
1.644869651E3,8.015955985E-2,-1.190429255E-1,9.757332802E0
1.644919651E3,7.058826834E-2,-1.142572835E-1,9.766903877E0
1.644969651E3,7.537391037E-2,-1.142572835E-1,9.776474953E0
1.645019651E3,8.494520187E-2,-1.238285750E-1,9.747760773E0
1.645069651E3,8.015955985E-2,-1.286142170E-1,9.738189697E0
1.645119651E3,8.973085135E-2,-1.286142170E-1,9.771689415E0
1.645169651E3,8.494520187E-2,-1.046859920E-1,9.766903877E0
1.645219651E3,8.973085135E-2,-1.333998591E-1,9.766903877E0
1.645269651E3,8.015955985E-2,-1.238285750E-1,9.766903877E0
1.645319651E3,7.537391037E-2,-1.238285750E-1,9.752547264E0
1.645369651E3,7.537391037E-2,-1.238285750E-1,9.762118340E0
1.645419651E3,7.537391037E-2,-1.190429255E-1,9.752547264E0
1.645469651E3,6.580262631E-2,-1.190429255E-1,9.762118340E0
1.645519651E3,8.015955985E-2,-1.190429255E-1,9.752547264E0
1.645569651E3,7.537391037E-2,-1.190429255E-1,9.747760773E0
1.645619651E3,7.537391037E-2,-1.381855011E-1,9.762118340E0
1.645669651E3,8.494520187E-2,-1.238285750E-1,9.762118340E0
1.645719651E3,7.537391037E-2,-1.142572835E-1,9.771689415E0
1.645769651E3,6.580262631E-2,-1.190429255E-1,9.738189697E0
1.645819651E3,7.058826834E-2,-1.142572835E-1,9.747760773E0
1.645869651E3,7.537391037E-2,-1.238285750E-1,9.762118340E0
1.645919651E3,8.494520187E-2,-1.238285750E-1,9.752547264E0
1.645969651E3,8.015955985E-2,-1.190429255E-1,9.752547264E0
1.646019651E3,8.015955985E-2,-1.238285750E-1,9.762118340E0
1.646069651E3,8.015955985E-2,-1.286142170E-1,9.762118340E0
1.646119651E3,7.597211748E-2,-1.094716340E-1,9.771689415E0
1.646169651E3,7.537391037E-2,-1.190429255E-1,9.757332802E0
1.646219651E3,7.537391037E-2,-1.190429255E-1,9.757332802E0
1.646269651E3,8.015955985E-2,-1.286142170E-1,9.757332802E0
1.646319651E3,8.015955985E-2,-1.190429255E-1,9.762118340E0
1.646369651E3,7.537391037E-2,-1.190429255E-1,9.747760773E0
1.646419651E3,8.973085135E-2,-1.094716340E-1,9.742975235E0
1.646469651E3,8.015955985E-2,-1.046859920E-1,9.757332802E0
1.646519651E3,7.537391037E-2,-1.238285750E-1,9.762118340E0
1.646569651E3,7.537391037E-2,-1.286142170E-1,9.757332802E0
1.646619651E3,8.015955985E-2,-1.238285750E-1,9.747760773E0
1.646669651E3,7.058826834E-2,-1.094716340E-1,9.766903877E0
1.646719651E3,7.537391037E-2,-1.238285750E-1,9.771689415E0
1.646769651E3,7.058826834E-2,-1.142572835E-1,9.766903877E0
1.646819651E3,8.015955985E-2,-1.094716340E-1,9.752547264E0
1.646869651E3,8.494520187E-2,-1.190429255E-1,9.766903877E0
1.646919651E3,7.058826834E-2,-1.238285750E-1,9.757332802E0
1.646969651E3,5.623133108E-2,-1.046859920E-1,9.742975235E0
1.647019651E3,7.058826834E-2,-1.142572835E-1,9.757332802E0
1.647069651E3,8.973085135E-2,-1.238285750E-1,9.757332802E0
1.647119651E3,7.537391037E-2,-1.142572835E-1,9.757332802E0
1.647169651E3,8.494520187E-2,-1.190429255E-1,9.752547264E0
1.647219651E3,7.537391037E-2,-1.286142170E-1,9.766903877E0
1.647269651E3,7.537391037E-2,-1.238285750E-1,9.752547264E0
1.647319651E3,8.015955985E-2,-1.238285750E-1,9.757332802E0
1.647369651E3,7.537391037E-2,-1.142572835E-1,9.747760773E0
1.647419651E3,6.580262631E-2,-1.142572835E-1,9.752547264E0
1.647469651E3,7.058826834E-2,-1.046859920E-1,9.742975235E0
1.647519651E3,8.494520187E-2,-1.046859920E-1,9.747760773E0
1.647569651E3,8.015955985E-2,-1.238285750E-1,9.766903877E0
1.647619651E3,7.537391037E-2,-1.238285750E-1,9.742975235E0
1.647669651E3,7.058826834E-2,-1.142572835E-1,9.766903877E0
1.647719651E3,8.494520187E-2,-1.190429255E-1,9.766903877E0
1.647769651E3,8.494520187E-2,-1.190429255E-1,9.752547264E0
1.647819651E3,7.537391037E-2,-1.190429255E-1,9.762118340E0
1.647869651E3,8.554340899E-2,-1.046859920E-1,9.771689415E0
1.647919651E3,8.015955985E-2,-1.286142170E-1,9.752547264E0
1.647969651E3,7.537391037E-2,-1.094716340E-1,9.757332802E0
1.648019651E3,7.537391037E-2,-1.190429255E-1,9.752547264E0
1.648069651E3,7.058826834E-2,-1.238285750E-1,9.762118340E0
1.648119651E3,7.058826834E-2,-1.190429255E-1,9.757332802E0
1.648169651E3,7.537391037E-2,-1.381855011E-1,9.742975235E0
1.648219651E3,7.058826834E-2,-1.142572835E-1,9.757332802E0
1.648269651E3,6.580262631E-2,-1.142572835E-1,9.752547264E0
1.648319651E3,8.494520187E-2,-1.333998591E-1,9.752547264E0
1.648369651E3,8.015955985E-2,-1.190429255E-1,9.757332802E0
1.648419651E3,7.537391037E-2,-1.094716340E-1,9.752547264E0
1.648469651E3,7.537391037E-2,-1.046859920E-1,9.762118340E0
1.648519651E3,7.537391037E-2,-1.190429255E-1,9.752547264E0
1.648569651E3,7.058826834E-2,-1.238285750E-1,9.776474953E0
1.648619651E3,7.537391037E-2,-1.190429255E-1,9.747760773E0
1.648669651E3,6.580262631E-2,-1.190429255E-1,9.752547264E0
1.648719651E3,8.015955985E-2,-1.286142170E-1,9.766903877E0
1.648769651E3,9.511470050E-2,-1.142572835E-1,9.781260490E0
1.648819651E3,8.494520187E-2,-1.286142170E-1,9.766903877E0
1.648869651E3,8.015955985E-2,-1.190429255E-1,9.747760773E0
1.648919651E3,6.580262631E-2,-1.238285750E-1,9.762118340E0
1.648969651E3,6.101697683E-2,-1.190429255E-1,9.766903877E0
1.649019651E3,8.015955985E-2,-1.094716340E-1,9.757332802E0
1.649069651E3,8.015955985E-2,-1.190429255E-1,9.742975235E0
1.649119651E3,7.537391037E-2,-1.286142170E-1,9.747760773E0
1.649169651E3,6.580262631E-2,-1.142572835E-1,9.762118340E0
1.649219651E3,8.015955985E-2,-1.190429255E-1,9.752547264E0
1.649269651E3,8.015955985E-2,-1.286142170E-1,9.752547264E0
1.649319651E3,7.537391037E-2,-1.238285750E-1,9.766903877E0
1.649369651E3,8.973085135E-2,-1.190429255E-1,9.757332802E0
1.649419651E3,6.101697683E-2,-1.142572835E-1,9.762118340E0
1.649469651E3,8.494520187E-2,-1.094716340E-1,9.766903877E0
1.649519651E3,8.554340899E-2,-1.094716340E-1,9.771689415E0
1.649569651E3,8.015955985E-2,-1.190429255E-1,9.762118340E0
1.649619651E3,8.973085135E-2,-1.190429255E-1,9.771689415E0
1.649669651E3,8.015955985E-2,-1.238285750E-1,9.762118340E0
1.649719651E3,7.058826834E-2,-1.094716340E-1,9.757332802E0
1.649769651E3,7.537391037E-2,-1.333998591E-1,9.747760773E0
1.649819651E3,6.580262631E-2,-1.190429255E-1,9.757332802E0
1.649869651E3,7.537391037E-2,-1.142572835E-1,9.766903877E0
1.649919651E3,8.973085135E-2,-1.238285750E-1,9.762118340E0
1.649969651E3,7.058826834E-2,-1.142572835E-1,9.766903877E0
1.650019651E3,8.015955985E-2,-1.238285750E-1,9.752547264E0
1.650069651E3,9.451649338E-2,-1.046859920E-1,9.757332802E0
1.650119651E3,5.623133108E-2,-1.142572835E-1,9.762118340E0
1.650169651E3,7.537391037E-2,-1.190429255E-1,9.747760773E0
1.650219651E3,7.537391037E-2,-1.046859920E-1,9.757332802E0
1.650269651E3,7.058826834E-2,-1.190429255E-1,9.752547264E0
1.650319651E3,6.580262631E-2,-1.190429255E-1,9.762118340E0
1.650369651E3,8.015955985E-2,-1.094716340E-1,9.752547264E0
1.650419651E3,7.058826834E-2,-1.094716340E-1,9.757332802E0
1.650469651E3,8.973085135E-2,-1.142572835E-1,9.757332802E0
1.650519651E3,8.554340899E-2,-1.094716340E-1,9.771689415E0
1.650569651E3,8.554340899E-2,-1.046859920E-1,9.776474953E0
1.650619651E3,8.015955985E-2,-1.142572835E-1,9.771689415E0
1.650669651E3,7.537391037E-2,-1.142572835E-1,9.752547264E0
1.650719651E3,8.494520187E-2,-1.142572835E-1,9.766903877E0
1.650769651E3,7.058826834E-2,-1.190429255E-1,9.757332802E0
1.650819651E3,7.058826834E-2,-1.142572835E-1,9.752547264E0
1.650869651E3,7.058826834E-2,-1.333998591E-1,9.752547264E0
1.650919651E3,7.537391037E-2,-1.286142170E-1,9.766903877E0
1.650969651E3,8.015955985E-2,-1.094716340E-1,9.747760773E0
1.651019651E3,8.494520187E-2,-1.190429255E-1,9.766903877E0
1.651069651E3,8.015955985E-2,-1.190429255E-1,9.762118340E0
1.651119651E3,7.537391037E-2,-1.190429255E-1,9.762118340E0
1.651169651E3,8.494520187E-2,-1.094716340E-1,9.738189697E0
1.651219651E3,8.075776696E-2,-1.094716340E-1,9.771689415E0
1.651269651E3,8.015955985E-2,-1.094716340E-1,9.742975235E0
1.651319651E3,6.101697683E-2,-1.238285750E-1,9.771689415E0
1.651369651E3,8.015955985E-2,-1.190429255E-1,9.742975235E0
1.651419651E3,7.537391037E-2,-1.286142170E-1,9.747760773E0
1.651469651E3,6.580262631E-2,-1.142572835E-1,9.747760773E0
1.651519651E3,7.058826834E-2,-1.190429255E-1,9.781260490E0
1.651569651E3,8.015955985E-2,-1.142572835E-1,9.742975235E0
1.651619651E3,7.537391037E-2,-1.190429255E-1,9.762118340E0
1.651669651E3,8.015955985E-2,-1.142572835E-1,9.747760773E0
1.651719651E3,8.015955985E-2,-1.190429255E-1,9.766903877E0
1.651769651E3,8.973085135E-2,-1.238285750E-1,9.757332802E0
1.651819651E3,6.580262631E-2,-1.094716340E-1,9.747760773E0
1.651869651E3,6.101697683E-2,-1.142572835E-1,9.752547264E0
1.651919651E3,7.537391037E-2,-1.286142170E-1,9.757332802E0
1.651969651E3,7.058826834E-2,-1.238285750E-1,9.757332802E0
1.652019651E3,7.537391037E-2,-1.286142170E-1,9.766903877E0
1.652069651E3,7.058826834E-2,-1.094716340E-1,9.766903877E0
1.652119651E3,8.015955985E-2,-1.142572835E-1,9.757332802E0
1.652169651E3,9.451649338E-2,-9.990034252E-2,9.752547264E0
1.652219651E3,7.058826834E-2,-9.511470050E-2,9.762118340E0
1.652269651E3,7.058826834E-2,-1.094716340E-1,9.752547264E0
1.652319651E3,7.537391037E-2,-1.238285750E-1,9.766903877E0
1.652369651E3,7.537391037E-2,-9.990034252E-2,9.757332802E0
1.652419651E3,6.580262631E-2,-1.190429255E-1,9.752547264E0
1.652469651E3,7.537391037E-2,-1.094716340E-1,9.762118340E0
1.652519651E3,7.058826834E-2,-1.190429255E-1,9.757332802E0
1.652569651E3,7.058826834E-2,-1.142572835E-1,9.757332802E0
1.652619651E3,7.537391037E-2,-1.381855011E-1,9.752547264E0
1.652669651E3,8.015955985E-2,-1.046859920E-1,9.752547264E0
1.652719651E3,8.015955985E-2,-1.238285750E-1,9.752547264E0
1.652769651E3,7.058826834E-2,-1.190429255E-1,9.766903877E0
1.652819651E3,7.058826834E-2,-1.238285750E-1,9.762118340E0
1.652869651E3,6.580262631E-2,-1.190429255E-1,9.762118340E0
1.652919651E3,7.058826834E-2,-1.286142170E-1,9.762118340E0
1.652969651E3,7.058826834E-2,-1.190429255E-1,9.747760773E0
1.653019651E3,7.058826834E-2,-1.094716340E-1,9.757332802E0
1.653069651E3,7.058826834E-2,-1.142572835E-1,9.771689415E0
1.653119651E3,7.537391037E-2,-1.142572835E-1,9.766903877E0
1.653169651E3,8.973085135E-2,-9.511470050E-2,9.747760773E0
1.653219651E3,8.015955985E-2,-1.046859920E-1,9.766903877E0
1.653269651E3,8.015955985E-2,-1.142572835E-1,9.762118340E0
1.653319651E3,7.537391037E-2,-1.477568001E-1,9.757332802E0
1.653369651E3,7.058826834E-2,-1.142572835E-1,9.742975235E0
1.653419651E3,7.537391037E-2,-1.286142170E-1,9.733404160E0
1.653469651E3,6.101697683E-2,-1.094716340E-1,9.757332802E0
1.653519651E3,8.494520187E-2,-1.333998591E-1,9.757332802E0
1.653569651E3,7.058826834E-2,-1.190429255E-1,9.762118340E0
1.653619651E3,7.058826834E-2,-1.142572835E-1,9.766903877E0
1.653669651E3,8.494520187E-2,-1.142572835E-1,9.752547264E0
1.653719651E3,7.058826834E-2,-1.190429255E-1,9.762118340E0
1.653769651E3,7.058826834E-2,-1.142572835E-1,9.757332802E0
1.653819651E3,8.015955985E-2,-1.190429255E-1,9.762118340E0
1.653869651E3,7.537391037E-2,-1.190429255E-1,9.752547264E0
1.653919651E3,7.058826834E-2,-1.238285750E-1,9.747760773E0
1.653969651E3,6.580262631E-2,-1.142572835E-1,9.757332802E0
1.654019651E3,7.058826834E-2,-1.142572835E-1,9.762118340E0
1.654069651E3,7.537391037E-2,-1.142572835E-1,9.771689415E0
1.654119651E3,7.058826834E-2,-1.190429255E-1,9.762118340E0
1.654169651E3,7.537391037E-2,-1.238285750E-1,9.742975235E0
1.654219651E3,7.058826834E-2,-9.990034252E-2,9.752547264E0
1.654269651E3,8.015955985E-2,-1.142572835E-1,9.747760773E0
1.654319651E3,8.494520187E-2,-1.142572835E-1,9.752547264E0
1.654369651E3,7.537391037E-2,-1.046859920E-1,9.742975235E0
1.654419651E3,7.058826834E-2,-1.238285750E-1,9.762118340E0
1.654469651E3,6.580262631E-2,-1.190429255E-1,9.762118340E0
1.654519651E3,7.537391037E-2,-1.142572835E-1,9.762118340E0
1.654569651E3,8.015955985E-2,-1.142572835E-1,9.762118340E0
1.654619651E3,7.537391037E-2,-1.142572835E-1,9.752547264E0
1.654669651E3,8.015955985E-2,-1.238285750E-1,9.747760773E0
1.654719651E3,6.101697683E-2,-9.990034252E-2,9.757332802E0
1.654769651E3,7.058826834E-2,-1.142572835E-1,9.747760773E0
1.654819651E3,6.580262631E-2,-1.333998591E-1,9.738788605E0
1.654869651E3,6.580262631E-2,-1.286142170E-1,9.747760773E0
1.654919651E3,8.075776696E-2,-1.046859920E-1,9.762118340E0
1.654969651E3,7.058826834E-2,-1.142572835E-1,9.757332802E0
1.655019651E3,6.580262631E-2,-1.238285750E-1,9.752547264E0
1.655069651E3,7.537391037E-2,-1.286142170E-1,9.757332802E0
1.655119651E3,8.494520187E-2,-1.190429255E-1,9.762118340E0
1.655169651E3,8.494520187E-2,-1.190429255E-1,9.757332802E0
1.655219651E3,8.015955985E-2,-1.190429255E-1,9.766903877E0
1.655269651E3,6.580262631E-2,-1.142572835E-1,9.738189697E0
1.655319651E3,6.580262631E-2,-1.190429255E-1,9.762118340E0
1.655369651E3,7.537391037E-2,-1.190429255E-1,9.762118340E0
1.655419651E3,7.058826834E-2,-1.190429255E-1,9.757332802E0
1.655469651E3,7.537391037E-2,-1.238285750E-1,9.776474953E0
1.655519651E3,7.537391037E-2,-1.190429255E-1,9.757332802E0
1.655569651E3,8.015955985E-2,-1.142572835E-1,9.762118340E0
1.655619651E3,7.537391037E-2,-1.286142170E-1,9.742975235E0
1.655669651E3,7.537391037E-2,-1.046859920E-1,9.762118340E0
1.655719651E3,8.015955985E-2,-1.190429255E-1,9.762118340E0
1.655769651E3,7.058826834E-2,-1.142572835E-1,9.757332802E0
1.655819651E3,6.101697683E-2,-1.190429255E-1,9.752547264E0
1.655869651E3,8.494520187E-2,-1.238285750E-1,9.747760773E0
1.655919651E3,7.537391037E-2,-1.190429255E-1,9.747760773E0
1.655969651E3,8.973085135E-2,-9.990034252E-2,9.757332802E0
1.656019651E3,8.015955985E-2,-1.094716340E-1,9.766903877E0
1.656069651E3,8.015955985E-2,-1.142572835E-1,9.771689415E0
1.656119651E3,8.973085135E-2,-1.238285750E-1,9.776474953E0
1.656169651E3,8.015955985E-2,-1.238285750E-1,9.743574142E0
1.656219651E3,8.494520187E-2,-1.190429255E-1,9.757332802E0
1.656269651E3,7.537391037E-2,-1.238285750E-1,9.771689415E0
1.656319651E3,7.537391037E-2,-1.142572835E-1,9.742975235E0
1.656369651E3,8.494520187E-2,-1.142572835E-1,9.752547264E0
1.656419651E3,7.537391037E-2,-1.286142170E-1,9.762118340E0
1.656469651E3,8.494520187E-2,-1.190429255E-1,9.752547264E0
1.656519651E3,8.015955985E-2,-1.142572835E-1,9.762118340E0
1.656569651E3,8.494520187E-2,-9.990034252E-2,9.747760773E0
1.656619651E3,7.058826834E-2,-1.142572835E-1,9.757332802E0
1.656669651E3,7.058826834E-2,-1.381855011E-1,9.747760773E0
1.656719651E3,7.537391037E-2,-1.238285750E-1,9.747760773E0
1.656769651E3,8.494520187E-2,-1.142572835E-1,9.742975235E0
1.656819651E3,7.058826834E-2,-1.286142170E-1,9.757332802E0
1.656869651E3,7.537391037E-2,-1.142572835E-1,9.757332802E0
1.656919651E3,8.494520187E-2,-1.190429255E-1,9.752547264E0
1.656969651E3,7.537391037E-2,-1.238285750E-1,9.762118340E0
1.657019651E3,8.494520187E-2,-1.046859920E-1,9.752547264E0
1.657069651E3,8.015955985E-2,-1.094716340E-1,9.747760773E0
1.657119651E3,7.537391037E-2,-1.046859920E-1,9.747760773E0
1.657169651E3,8.015955985E-2,-1.190429255E-1,9.776474953E0
1.657219651E3,7.058826834E-2,-1.238285750E-1,9.757930756E0
1.657269651E3,8.494520187E-2,-1.238285750E-1,9.757332802E0
1.657319651E3,8.015955985E-2,-9.990034252E-2,9.757332802E0
1.657369651E3,8.015955985E-2,-1.142572835E-1,9.762118340E0
1.657419651E3,7.537391037E-2,-1.142572835E-1,9.747760773E0
1.657469651E3,7.537391037E-2,-1.142572835E-1,9.762118340E0
1.657519651E3,7.537391037E-2,-1.238285750E-1,9.747760773E0
1.657569651E3,7.537391037E-2,-1.046859920E-1,9.752547264E0
1.657619651E3,7.058826834E-2,-1.190429255E-1,9.757332802E0
1.657669651E3,7.537391037E-2,-1.142572835E-1,9.757332802E0
1.657719651E3,6.580262631E-2,-1.190429255E-1,9.752547264E0
1.657769651E3,7.058826834E-2,-1.142572835E-1,9.757332802E0
1.657819651E3,8.015955985E-2,-1.286142170E-1,9.771689415E0
1.657869651E3,7.537391037E-2,-1.190429255E-1,9.766903877E0
1.657919651E3,8.015955985E-2,-1.142572835E-1,9.747760773E0
1.657969651E3,8.494520187E-2,-1.142572835E-1,9.752547264E0
1.658019651E3,7.537391037E-2,-1.142572835E-1,9.747760773E0
1.658069651E3,8.494520187E-2,-1.142572835E-1,9.757332802E0
1.658119651E3,9.930214286E-2,-1.286142170E-1,9.747760773E0
1.658169651E3,6.101697683E-2,-1.142572835E-1,9.757332802E0
1.658219651E3,8.015955985E-2,-1.190429255E-1,9.766903877E0
1.658269651E3,7.537391037E-2,-1.094716340E-1,9.742975235E0
1.658319651E3,6.101697683E-2,-1.238285750E-1,9.743574142E0
1.658369651E3,8.015955985E-2,-1.142572835E-1,9.742975235E0
1.658419651E3,7.537391037E-2,-1.094716340E-1,9.752547264E0
1.658469651E3,8.015955985E-2,-1.190429255E-1,9.752547264E0
1.658519651E3,8.015955985E-2,-1.142572835E-1,9.762118340E0
1.658569651E3,6.580262631E-2,-1.046859920E-1,9.752547264E0
1.658619651E3,7.537391037E-2,-1.142572835E-1,9.747760773E0
1.658669651E3,8.494520187E-2,-1.190429255E-1,9.757332802E0
1.658719651E3,7.537391037E-2,-1.142572835E-1,9.742975235E0
1.658769651E3,8.494520187E-2,-1.142572835E-1,9.742975235E0
1.658819651E3,7.058826834E-2,-1.238285750E-1,9.757332802E0
1.658869651E3,7.058826834E-2,-1.094716340E-1,9.762118340E0
1.658919651E3,8.494520187E-2,-1.094716340E-1,9.752547264E0
1.658969651E3,8.494520187E-2,-1.142572835E-1,9.762118340E0
1.659019651E3,7.537391037E-2,-1.238285750E-1,9.771689415E0
1.659069651E3,7.058826834E-2,-1.190429255E-1,9.738788605E0
1.659119651E3,8.015955985E-2,-1.190429255E-1,9.752547264E0
1.659169651E3,8.015955985E-2,-1.142572835E-1,9.757332802E0
1.659219651E3,6.580262631E-2,-1.094716340E-1,9.766903877E0
1.659269651E3,6.580262631E-2,-1.142572835E-1,9.757332802E0
1.659319651E3,7.537391037E-2,-1.142572835E-1,9.762118340E0
1.659369651E3,6.580262631E-2,-1.381855011E-1,9.747760773E0
1.659419651E3,7.058826834E-2,-1.190429255E-1,9.771689415E0
1.659469651E3,7.537391037E-2,-1.190429255E-1,9.766903877E0
1.659519651E3,7.058826834E-2,-1.094716340E-1,9.762118340E0
1.659569651E3,6.580262631E-2,-1.190429255E-1,9.738189697E0
1.659619651E3,6.580262631E-2,-1.094716340E-1,9.762118340E0
1.659669651E3,8.015955985E-2,-1.142572835E-1,9.757332802E0
1.659719651E3,6.580262631E-2,-1.286142170E-1,9.738189697E0
1.659769651E3,7.058826834E-2,-1.142572835E-1,9.752547264E0
1.659819651E3,7.537391037E-2,-1.238285750E-1,9.771689415E0
1.659869651E3,7.537391037E-2,-1.238285750E-1,9.766903877E0
1.659919651E3,8.494520187E-2,-1.286142170E-1,9.757332802E0
1.659969651E3,7.058826834E-2,-1.094716340E-1,9.771689415E0
1.660019651E3,6.580262631E-2,-1.190429255E-1,9.752547264E0
1.660069651E3,8.494520187E-2,-1.046859920E-1,9.762118340E0
1.660119651E3,7.058826834E-2,-1.094716340E-1,9.766903877E0
1.660169651E3,7.058826834E-2,-1.190429255E-1,9.757332802E0
1.660219651E3,8.015955985E-2,-1.046859920E-1,9.752547264E0
1.660269651E3,8.494520187E-2,-1.286142170E-1,9.752547264E0
1.660319651E3,8.494520187E-2,-1.190429255E-1,9.762118340E0
1.660369651E3,7.058826834E-2,-1.190429255E-1,9.738189697E0
1.660419651E3,7.058826834E-2,-1.094716340E-1,9.742975235E0
1.660469651E3,7.537391037E-2,-1.238285750E-1,9.771689415E0
1.660519651E3,5.623133108E-2,-1.381855011E-1,9.747760773E0
1.660569651E3,7.058826834E-2,-1.142572835E-1,9.766903877E0
1.660619651E3,8.075776696E-2,-9.990034252E-2,9.771689415E0
1.660669651E3,9.930214286E-2,-1.190429255E-1,9.757332802E0
1.660719651E3,7.537391037E-2,-1.286142170E-1,9.766903877E0
1.660769651E3,8.015955985E-2,-1.142572835E-1,9.738189697E0
1.660819651E3,7.537391037E-2,-1.238285750E-1,9.757332802E0
1.660869651E3,8.494520187E-2,-1.429711580E-1,9.752547264E0
1.660919651E3,6.580262631E-2,-1.190429255E-1,9.742975235E0
1.660969651E3,8.015955985E-2,-1.142572835E-1,9.762118340E0
1.661019651E3,7.537391037E-2,-1.190429255E-1,9.757332802E0
1.661069651E3,8.015955985E-2,-1.238285750E-1,9.742975235E0
1.661119651E3,7.058826834E-2,-1.142572835E-1,9.742975235E0
1.661169651E3,8.494520187E-2,-1.094716340E-1,9.747760773E0
1.661219651E3,7.058826834E-2,-1.142572835E-1,9.752547264E0
1.661269651E3,8.015955985E-2,-1.190429255E-1,9.757332802E0
1.661319651E3,7.058826834E-2,-1.094716340E-1,9.752547264E0
1.661369651E3,8.973085135E-2,-1.142572835E-1,9.747760773E0
1.661419651E3,8.973085135E-2,-1.142572835E-1,9.762118340E0
1.661469651E3,7.058826834E-2,-1.190429255E-1,9.752547264E0
1.661519651E3,7.537391037E-2,-1.190429255E-1,9.747760773E0
1.661569651E3,7.058826834E-2,-1.238285750E-1,9.762118340E0
1.661619651E3,7.537391037E-2,-1.238285750E-1,9.757332802E0
1.661669651E3,7.537391037E-2,-1.286142170E-1,9.757332802E0
1.661719651E3,6.580262631E-2,-1.094716340E-1,9.766903877E0
1.661769651E3,8.015955985E-2,-1.190429255E-1,9.781260490E0
1.661819651E3,8.973085135E-2,-1.142572835E-1,9.747760773E0
1.661869651E3,7.537391037E-2,-1.286142170E-1,9.762118340E0
1.661919651E3,8.494520187E-2,-1.286142170E-1,9.747760773E0
1.661969651E3,8.015955985E-2,-1.238285750E-1,9.747760773E0
1.662019651E3,7.058826834E-2,-1.238285750E-1,9.762118340E0
1.662069651E3,8.494520187E-2,-1.286142170E-1,9.747760773E0
1.662119651E3,8.015955985E-2,-1.142572835E-1,9.752547264E0
1.662169651E3,7.058826834E-2,-9.511470050E-2,9.757332802E0
1.662219651E3,8.015955985E-2,-1.190429255E-1,9.766903877E0
1.662269651E3,8.494520187E-2,-1.046859920E-1,9.762118340E0
1.662319651E3,8.494520187E-2,-1.190429255E-1,9.752547264E0
1.662369651E3,7.537391037E-2,-1.094716340E-1,9.757332802E0
1.662419651E3,8.973085135E-2,-1.238285750E-1,9.757332802E0
1.662469651E3,8.015955985E-2,-1.142572835E-1,9.752547264E0
1.662519651E3,7.537391037E-2,-1.094716340E-1,9.738189697E0
1.662569651E3,8.494520187E-2,-1.190429255E-1,9.757332802E0
1.662619651E3,8.015955985E-2,-1.142572835E-1,9.766903877E0
1.662669651E3,8.015955985E-2,-1.142572835E-1,9.757332802E0
1.662719651E3,8.015955985E-2,-1.190429255E-1,9.752547264E0
1.662769651E3,8.494520187E-2,-1.142572835E-1,9.757332802E0
1.662819651E3,8.494520187E-2,-1.046859920E-1,9.747760773E0
1.662869651E3,8.494520187E-2,-1.190429255E-1,9.752547264E0
1.662919651E3,7.058826834E-2,-1.094716340E-1,9.766903877E0
1.662969651E3,7.058826834E-2,-1.094716340E-1,9.752547264E0
1.663019651E3,5.623133108E-2,-1.238285750E-1,9.757332802E0
1.663069651E3,7.537391037E-2,-1.286142170E-1,9.752547264E0
1.663119651E3,8.015955985E-2,-1.333998591E-1,9.753145218E0
1.663169651E3,8.015955985E-2,-1.142572835E-1,9.757332802E0
1.663219651E3,8.973085135E-2,-1.142572835E-1,9.757332802E0
1.663269651E3,7.537391037E-2,-1.094716340E-1,9.766903877E0
1.663319651E3,8.015955985E-2,-1.142572835E-1,9.762118340E0
1.663369651E3,7.058826834E-2,-1.142572835E-1,9.766903877E0
1.663419651E3,7.058826834E-2,-1.094716340E-1,9.738189697E0
1.663469651E3,7.537391037E-2,-1.142572835E-1,9.762118340E0
1.663519651E3,6.580262631E-2,-1.190429255E-1,9.766903877E0
1.663569651E3,8.015955985E-2,-1.190429255E-1,9.766903877E0
1.663619651E3,7.537391037E-2,-1.238285750E-1,9.776474953E0
1.663669651E3,8.015955985E-2,-1.142572835E-1,9.752547264E0
1.663719651E3,8.494520187E-2,-1.046859920E-1,9.752547264E0
1.663769651E3,8.494520187E-2,-1.094716340E-1,9.747760773E0
1.663819651E3,7.058826834E-2,-1.190429255E-1,9.742975235E0
1.663869651E3,7.537391037E-2,-1.190429255E-1,9.757332802E0
1.663919651E3,8.494520187E-2,-1.142572835E-1,9.752547264E0
1.663969651E3,7.537391037E-2,-1.046859920E-1,9.757332802E0
1.664019651E3,7.058826834E-2,-1.142572835E-1,9.757332802E0
1.664069651E3,6.580262631E-2,-1.142572835E-1,9.762118340E0
1.664119651E3,8.015955985E-2,-1.142572835E-1,9.766903877E0
1.664169651E3,7.537391037E-2,-1.142572835E-1,9.762118340E0
1.664219651E3,6.580262631E-2,-1.094716340E-1,9.771689415E0
1.664269651E3,7.537391037E-2,-1.190429255E-1,9.738189697E0
1.664319651E3,6.580262631E-2,-1.142572835E-1,9.747760773E0
