"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.877196511E2,7.597211748E-2,-1.202393398E-1,9.771091461E0
2.877696511E2,7.118647546E-2,-1.154536903E-1,9.780662537E0
2.878196511E2,8.075776696E-2,-1.106680483E-1,9.751948357E0
2.878696511E2,7.597211748E-2,-1.106680483E-1,9.747162819E0
2.879196511E2,7.597211748E-2,-1.250249892E-1,9.756733894E0
2.879696511E2,7.118647546E-2,-1.250249892E-1,9.761520386E0
2.880196511E2,8.075776696E-2,-1.202393398E-1,9.742377281E0
2.880696511E2,7.597211748E-2,-1.202393398E-1,9.761520386E0
2.881196511E2,7.597211748E-2,-1.058823988E-1,9.742377281E0
2.881696511E2,8.075776696E-2,-1.106680483E-1,9.761520386E0
2.882196511E2,7.597211748E-2,-9.631111473E-2,9.747162819E0
2.882696511E2,7.597211748E-2,-1.202393398E-1,9.766305923E0
2.883196511E2,7.118647546E-2,-1.058823988E-1,9.751948357E0
2.883696511E2,7.597211748E-2,-1.202393398E-1,9.737591743E0
2.884196511E2,6.161518395E-2,-1.202393398E-1,9.771091461E0
2.884696511E2,8.075776696E-2,-1.154536903E-1,9.747162819E0
2.885196511E2,6.640082598E-2,-1.250249892E-1,9.751948357E0
2.885696511E2,6.640082598E-2,-1.154536903E-1,9.756733894E0
2.886196511E2,6.640082598E-2,-1.250249892E-1,9.766305923E0
2.886696511E2,7.118647546E-2,-1.154536903E-1,9.751948357E0
2.887196511E2,6.640082598E-2,-1.058823988E-1,9.771091461E0
2.887696511E2,7.118647546E-2,-8.673982322E-2,9.751948357E0
2.888196511E2,6.640082598E-2,-1.154536903E-1,9.761520386E0
2.888696511E2,6.640082598E-2,-1.154536903E-1,9.761520386E0
2.889196511E2,7.597211748E-2,-1.250249892E-1,9.775876999E0
2.889696511E2,6.161518395E-2,-1.154536903E-1,9.761520386E0
2.890196511E2,7.597211748E-2,-1.250249892E-1,9.756733894E0
2.890696511E2,7.118647546E-2,-1.106680483E-1,9.747162819E0
2.891196511E2,7.118647546E-2,-1.154536903E-1,9.756733894E0
2.891696511E2,6.640082598E-2,-9.631111473E-2,9.756733894E0
2.892196511E2,6.640082598E-2,-1.106680483E-1,9.761520386E0
2.892696511E2,7.597211748E-2,-1.106680483E-1,9.756733894E0
2.893196511E2,7.597211748E-2,-1.058823988E-1,9.756733894E0
2.893696511E2,7.118647546E-2,-1.202393398E-1,9.751948357E0
2.894196511E2,7.597211748E-2,-1.106680483E-1,9.766305923E0
2.894696511E2,7.597211748E-2,-1.298106313E-1,9.756733894E0
2.895196511E2,8.554340899E-2,-1.058823988E-1,9.766305923E0
2.895696511E2,6.640082598E-2,-1.106680483E-1,9.756733894E0
2.896196511E2,6.640082598E-2,-1.058823988E-1,9.771091461E0
2.896696511E2,6.161518395E-2,-1.058823988E-1,9.756733894E0
2.897196511E2,6.161518395E-2,-1.154536903E-1,9.766305923E0
2.897696511E2,7.118647546E-2,-1.345962733E-1,9.751948357E0
2.898196511E2,6.161518395E-2,-1.202393398E-1,9.766305923E0
2.898696511E2,8.075776696E-2,-1.058823988E-1,9.771091461E0
2.899196511E2,8.075776696E-2,-1.058823988E-1,9.761520386E0
2.899696511E2,6.640082598E-2,-1.298106313E-1,9.766305923E0
2.900196511E2,6.161518395E-2,-1.202393398E-1,9.756733894E0
2.900696511E2,8.554340899E-2,-1.250249892E-1,9.775876999E0
2.901196511E2,8.075776696E-2,-1.202393398E-1,9.747162819E0
2.901696511E2,7.118647546E-2,-1.154536903E-1,9.775876999E0
2.902196511E2,7.597211748E-2,-1.058823988E-1,9.756733894E0
2.902696511E2,8.075776696E-2,-1.154536903E-1,9.766305923E0
2.903196511E2,7.118647546E-2,-1.010967568E-1,9.771091461E0
2.903696511E2,7.118647546E-2,-9.631111473E-2,9.756733894E0
2.904196511E2,7.597211748E-2,-1.202393398E-1,9.756733894E0
2.904696511E2,9.032905847E-2,-1.250249892E-1,9.761520386E0
2.905196511E2,8.075776696E-2,-1.058823988E-1,9.747162819E0
2.905696511E2,7.118647546E-2,-1.106680483E-1,9.751948357E0
2.906196511E2,7.597211748E-2,-1.058823988E-1,9.756733894E0
2.906696511E2,9.032905847E-2,-1.154536903E-1,9.756733894E0
2.907196511E2,6.161518395E-2,-1.154536903E-1,9.766305923E0
2.907696511E2,6.640082598E-2,-1.202393398E-1,9.756733894E0
2.908196511E2,7.118647546E-2,-1.154536903E-1,9.756733894E0
2.908696511E2,7.597211748E-2,-1.154536903E-1,9.751948357E0
2.909196511E2,7.597211748E-2,-1.106680483E-1,9.756733894E0
2.909696511E2,7.597211748E-2,-1.106680483E-1,9.761520386E0
2.910196511E2,6.640082598E-2,-1.154536903E-1,9.771091461E0
2.910696511E2,7.118647546E-2,-1.298106313E-1,9.766305923E0
2.911196511E2,8.075776696E-2,-1.058823988E-1,9.766305923E0
2.911696511E2,7.597211748E-2,-1.202393398E-1,9.771091461E0
2.912196511E2,6.161518395E-2,-1.298106313E-1,9.766305923E0
2.912696511E2,6.640082598E-2,-1.106680483E-1,9.751948357E0
2.913196511E2,7.118647546E-2,-1.154536903E-1,9.766305923E0
2.913696511E2,7.597211748E-2,-1.058823988E-1,9.742377281E0
2.914196511E2,7.597211748E-2,-1.298106313E-1,9.761520386E0
2.914696511E2,7.118647546E-2,-1.154536903E-1,9.751948357E0
2.915196511E2,7.118647546E-2,-1.250249892E-1,9.761520386E0
2.915696511E2,7.118647546E-2,-1.202393398E-1,9.756733894E0
2.916196511E2,7.118647546E-2,-1.058823988E-1,9.771091461E0
2.916696511E2,6.161518395E-2,-1.298106313E-1,9.742377281E0
2.917196511E2,8.075776696E-2,-1.106680483E-1,9.766305923E0
2.917696511E2,8.075776696E-2,-1.154536903E-1,9.761520386E0
2.918196511E2,7.118647546E-2,-1.058823988E-1,9.771091461E0
2.918696511E2,8.554340899E-2,-1.058823988E-1,9.756733894E0
2.919196511E2,7.118647546E-2,-1.010967568E-1,9.756733894E0
2.919696511E2,8.075776696E-2,-1.202393398E-1,9.766305923E0
2.920196511E2,6.640082598E-2,-1.106680483E-1,9.761520386E0
2.920696511E2,7.118647546E-2,-1.154536903E-1,9.775876999E0
2.921196511E2,7.118647546E-2,-1.058823988E-1,9.756733894E0
2.921696511E2,8.075776696E-2,-1.106680483E-1,9.761520386E0
2.922196511E2,7.597211748E-2,-1.058823988E-1,9.766305923E0
2.922696511E2,7.118647546E-2,-1.298106313E-1,9.771091461E0
2.923196511E2,5.682953820E-2,-1.154536903E-1,9.751948357E0
2.923696511E2,5.682953820E-2,-1.106680483E-1,9.761520386E0
2.924196511E2,8.554340899E-2,-1.106680483E-1,9.775876999E0
2.924696511E2,6.640082598E-2,-1.106680483E-1,9.747162819E0
2.925196511E2,6.640082598E-2,-1.106680483E-1,9.761520386E0
2.925696511E2,5.204389244E-2,-1.202393398E-1,9.756733894E0
2.926196511E2,8.075776696E-2,-1.106680483E-1,9.751948357E0
2.926696511E2,7.118647546E-2,-1.202393398E-1,9.742377281E0
2.927196511E2,5.682953820E-2,-1.250249892E-1,9.771091461E0
2.927696511E2,7.597211748E-2,-1.202393398E-1,9.771091461E0
2.928196511E2,8.075776696E-2,-1.202393398E-1,9.751948357E0
2.928696511E2,7.118647546E-2,-1.154536903E-1,9.756733894E0
2.929196511E2,8.075776696E-2,-1.106680483E-1,9.771091461E0
2.929696511E2,8.554340899E-2,-1.202393398E-1,9.756733894E0
2.930196511E2,8.075776696E-2,-1.202393398E-1,9.761520386E0
2.930696511E2,6.161518395E-2,-1.106680483E-1,9.761520386E0
2.931196511E2,7.118647546E-2,-1.154536903E-1,9.766305923E0
2.931696511E2,7.597211748E-2,-1.345962733E-1,9.756733894E0
2.932196511E2,8.554340899E-2,-1.154536903E-1,9.737591743E0
2.932696511E2,7.597211748E-2,-1.393819153E-1,9.761520386E0
2.933196511E2,7.118647546E-2,-1.250249892E-1,9.756733894E0
2.933696511E2,7.118647546E-2,-1.106680483E-1,9.751948357E0
2.934196511E2,6.161518395E-2,-1.154536903E-1,9.751948357E0
2.934696511E2,7.597211748E-2,-9.152546525E-2,9.756733894E0
2.935196511E2,7.118647546E-2,-1.154536903E-1,9.766305923E0
2.935696511E2,6.640082598E-2,-1.058823988E-1,9.761520386E0
2.936196511E2,7.118647546E-2,-1.154536903E-1,9.756733894E0
2.936696511E2,7.118647546E-2,-1.154536903E-1,9.747162819E0
2.937196511E2,8.075776696E-2,-1.106680483E-1,9.747162819E0
2.937696511E2,8.075776696E-2,-1.058823988E-1,9.742377281E0
2.938196511E2,6.640082598E-2,-1.106680483E-1,9.761520386E0
2.938696511E2,7.597211748E-2,-1.058823988E-1,9.737591743E0
2.939196511E2,7.597211748E-2,-1.106680483E-1,9.771091461E0
2.939696511E2,8.554340899E-2,-9.631111473E-2,9.766305923E0
2.940196511E2,7.118647546E-2,-1.010967568E-1,9.756733894E0
2.940696511E2,8.075776696E-2,-1.106680483E-1,9.761520386E0
2.941196511E2,6.640082598E-2,-1.202393398E-1,9.775876999E0
2.941696511E2,7.118647546E-2,-1.106680483E-1,9.766305923E0
2.942196511E2,7.118647546E-2,-1.106680483E-1,9.775876999E0
2.942696511E2,7.597211748E-2,-1.250249892E-1,9.780662537E0
2.943196511E2,8.075776696E-2,-1.250249892E-1,9.756733894E0
2.943696511E2,7.597211748E-2,-1.202393398E-1,9.756733894E0
2.944196511E2,8.075776696E-2,-1.202393398E-1,9.751948357E0
2.944696511E2,6.640082598E-2,-1.106680483E-1,9.756733894E0
2.945196511E2,8.075776696E-2,-1.202393398E-1,9.761520386E0
2.945696511E2,7.118647546E-2,-1.106680483E-1,9.761520386E0
2.946196511E2,6.640082598E-2,-1.106680483E-1,9.766305923E0
2.946696511E2,7.597211748E-2,-1.154536903E-1,9.761520386E0
2.947196511E2,7.118647546E-2,-1.202393398E-1,9.790233612E0
2.947696511E2,6.161518395E-2,-1.250249892E-1,9.771091461E0
2.948196511E2,5.682953820E-2,-1.154536903E-1,9.766305923E0
2.948696511E2,5.682953820E-2,-1.106680483E-1,9.761520386E0
2.949196511E2,6.640082598E-2,-1.154536903E-1,9.747162819E0
2.949696511E2,7.597211748E-2,-1.154536903E-1,9.766305923E0
2.950196511E2,6.161518395E-2,-1.106680483E-1,9.742377281E0
2.950696511E2,6.640082598E-2,-1.106680483E-1,9.766305923E0
2.951196511E2,7.118647546E-2,-1.154536903E-1,9.761520386E0
2.951696511E2,7.118647546E-2,-1.106680483E-1,9.771091461E0
2.952196511E2,7.118647546E-2,-1.154536903E-1,9.761520386E0
2.952696511E2,7.597211748E-2,-1.106680483E-1,9.766305923E0
2.953196511E2,6.640082598E-2,-1.202393398E-1,9.751948357E0
2.953696511E2,7.597211748E-2,-1.058823988E-1,9.747162819E0
2.954196511E2,8.075776696E-2,-1.250249892E-1,9.756733894E0
2.954696511E2,7.118647546E-2,-1.010967568E-1,9.756733894E0
2.955196511E2,6.161518395E-2,-1.250249892E-1,9.766305923E0
2.955696511E2,7.118647546E-2,-1.106680483E-1,9.771091461E0
2.956196511E2,6.161518395E-2,-1.106680483E-1,9.756733894E0
2.956696511E2,7.118647546E-2,-1.106680483E-1,9.751948357E0
2.957196511E2,7.597211748E-2,-1.154536903E-1,9.761520386E0
2.957696511E2,7.118647546E-2,-1.202393398E-1,9.775876999E0
2.958196511E2,8.075776696E-2,-1.202393398E-1,9.780662537E0
2.958696511E2,7.597211748E-2,-1.154536903E-1,9.766305923E0
2.959196511E2,7.118647546E-2,-1.202393398E-1,9.761520386E0
2.959696511E2,7.597211748E-2,-1.058823988E-1,9.761520386E0
2.960196511E2,6.640082598E-2,-1.250249892E-1,9.771091461E0
2.960696511E2,7.118647546E-2,-1.106680483E-1,9.761520386E0
2.961196511E2,8.075776696E-2,-1.058823988E-1,9.756733894E0
2.961696511E2,7.597211748E-2,-1.154536903E-1,9.771091461E0
2.962196511E2,6.640082598E-2,-1.106680483E-1,9.751948357E0
2.962696511E2,7.118647546E-2,-1.154536903E-1,9.766305923E0
2.963196511E2,7.118647546E-2,-1.106680483E-1,9.747162819E0
2.963696511E2,7.597211748E-2,-1.154536903E-1,9.742377281E0
2.964196511E2,6.640082598E-2,-1.106680483E-1,9.756733894E0
2.964696511E2,7.597211748E-2,-1.154536903E-1,9.761520386E0
2.965196511E2,8.075776696E-2,-1.010967568E-1,9.766305923E0
2.965696511E2,7.118647546E-2,-1.058823988E-1,9.766305923E0
2.966196511E2,6.640082598E-2,-1.106680483E-1,9.775876999E0
2.966696511E2,7.118647546E-2,-1.202393398E-1,9.761520386E0
2.967196511E2,7.597211748E-2,-1.154536903E-1,9.747162819E0
2.967696511E2,7.597211748E-2,-1.058823988E-1,9.747162819E0
2.968196511E2,7.118647546E-2,-1.154536903E-1,9.742377281E0
2.968696511E2,7.118647546E-2,-1.250249892E-1,9.780662537E0
2.969196511E2,7.597211748E-2,-1.058823988E-1,9.756733894E0
2.969696511E2,6.640082598E-2,-1.154536903E-1,9.761520386E0
2.970196511E2,8.075776696E-2,-1.393819153E-1,9.747162819E0
2.970696511E2,7.597211748E-2,-1.154536903E-1,9.756733894E0
2.971196511E2,6.161518395E-2,-1.010967568E-1,9.756733894E0
2.971696511E2,8.075776696E-2,-1.298106313E-1,9.751948357E0
2.972196511E2,8.075776696E-2,-1.058823988E-1,9.742377281E0
2.972696511E2,7.597211748E-2,-1.106680483E-1,9.751948357E0
2.973196511E2,8.554340899E-2,-1.154536903E-1,9.756733894E0
2.973696511E2,7.118647546E-2,-1.202393398E-1,9.766305923E0
2.974196511E2,6.640082598E-2,-1.202393398E-1,9.747162819E0
2.974696511E2,8.075776696E-2,-1.202393398E-1,9.761520386E0
2.975196511E2,8.554340899E-2,-1.106680483E-1,9.756733894E0
2.975696511E2,7.118647546E-2,-1.058823988E-1,9.775876999E0
2.976196511E2,8.075776696E-2,-1.154536903E-1,9.732806206E0
2.976696511E2,7.118647546E-2,-1.106680483E-1,9.761520386E0
2.977196511E2,7.597211748E-2,-1.010967568E-1,9.771091461E0
2.977696511E2,6.640082598E-2,-1.058823988E-1,9.766305923E0
2.978196511E2,6.161518395E-2,-1.154536903E-1,9.761520386E0
2.978696511E2,7.118647546E-2,-1.154536903E-1,9.775876999E0
2.979196511E2,6.640082598E-2,-1.250249892E-1,9.761520386E0
2.979696511E2,9.032905847E-2,-1.106680483E-1,9.761520386E0
2.980196511E2,7.597211748E-2,-1.154536903E-1,9.747162819E0
2.980696511E2,6.640082598E-2,-1.058823988E-1,9.766305923E0
2.981196511E2,6.161518395E-2,-1.058823988E-1,9.747162819E0
2.981696511E2,6.161518395E-2,-1.154536903E-1,9.751948357E0
2.982196511E2,6.161518395E-2,-1.250249892E-1,9.756733894E0
2.982696511E2,7.118647546E-2,-1.058823988E-1,9.751948357E0
2.983196511E2,7.597211748E-2,-1.106680483E-1,9.756733894E0
2.983696511E2,7.597211748E-2,-1.154536903E-1,9.747162819E0
2.984196511E2,7.597211748E-2,-1.202393398E-1,9.775876999E0
2.984696511E2,6.640082598E-2,-1.106680483E-1,9.761520386E0
2.985196511E2,6.640082598E-2,-1.154536903E-1,9.761520386E0
2.985696511E2,7.118647546E-2,-1.250249892E-1,9.756733894E0
2.986196511E2,7.118647546E-2,-1.202393398E-1,9.751948357E0
2.986696511E2,7.597211748E-2,-1.154536903E-1,9.756733894E0
2.987196511E2,8.075776696E-2,-1.154536903E-1,9.766305923E0
2.987696511E2,6.640082598E-2,-9.631111473E-2,9.775876999E0
2.988196511E2,5.682953820E-2,-1.058823988E-1,9.737591743E0
2.988696511E2,8.075776696E-2,-1.010967568E-1,9.766305923E0
2.989196511E2,7.597211748E-2,-1.154536903E-1,9.780662537E0
2.989696511E2,7.597211748E-2,-1.154536903E-1,9.756733894E0
2.990196511E2,8.075776696E-2,-1.154536903E-1,9.751948357E0
2.990696511E2,6.640082598E-2,-1.058823988E-1,9.766305923E0
2.991196511E2,7.118647546E-2,-1.106680483E-1,9.751948357E0
2.991696511E2,8.075776696E-2,-1.058823988E-1,9.742377281E0
2.992196511E2,7.118647546E-2,-1.154536903E-1,9.761520386E0
2.992696511E2,8.554340899E-2,-1.106680483E-1,9.766305923E0
2.993196511E2,7.597211748E-2,-1.202393398E-1,9.775876999E0
2.993696511E2,7.118647546E-2,-1.106680483E-1,9.756733894E0
2.994196511E2,7.597211748E-2,-1.058823988E-1,9.756733894E0
2.994696511E2,7.597211748E-2,-1.202393398E-1,9.751948357E0
2.995196511E2,9.032905847E-2,-1.010967568E-1,9.775876999E0
2.995696511E2,6.161518395E-2,-1.058823988E-1,9.766305923E0
2.996196511E2,8.075776696E-2,-1.106680483E-1,9.756733894E0
2.996696511E2,7.597211748E-2,-1.202393398E-1,9.766305923E0
2.997196511E2,8.554340899E-2,-1.154536903E-1,9.771091461E0
2.997696511E2,8.075776696E-2,-1.058823988E-1,9.766305923E0
2.998196511E2,7.597211748E-2,-1.202393398E-1,9.761520386E0
2.998696511E2,5.204389244E-2,-1.154536903E-1,9.771091461E0
2.999196511E2,6.640082598E-2,-1.154536903E-1,9.780662537E0
2.999696511E2,7.597211748E-2,-1.106680483E-1,9.761520386E0
3.000196511E2,7.118647546E-2,-1.106680483E-1,9.766305923E0
3.000696511E2,6.161518395E-2,-1.202393398E-1,9.756733894E0
3.001196511E2,6.640082598E-2,-1.106680483E-1,9.761520386E0
3.001696511E2,8.075776696E-2,-1.154536903E-1,9.766305923E0
3.002196511E2,7.118647546E-2,-1.154536903E-1,9.756733894E0
3.002696511E2,6.640082598E-2,-1.154536903E-1,9.761520386E0
3.003196511E2,8.554340899E-2,-1.058823988E-1,9.761520386E0
3.003696511E2,8.075776696E-2,-1.106680483E-1,9.771091461E0
3.004196511E2,8.075776696E-2,-1.202393398E-1,9.766305923E0
3.004696511E2,7.118647546E-2,-1.106680483E-1,9.761520386E0
3.005196511E2,7.597211748E-2,-1.250249892E-1,9.761520386E0
3.005696511E2,7.597211748E-2,-1.202393398E-1,9.766305923E0
3.006196511E2,6.640082598E-2,-1.250249892E-1,9.761520386E0
3.006696511E2,7.118647546E-2,-1.058823988E-1,9.766305923E0
3.007196511E2,7.118647546E-2,-1.154536903E-1,9.756733894E0
3.007696511E2,8.075776696E-2,-1.106680483E-1,9.756733894E0
3.008196511E2,7.118647546E-2,-1.106680483E-1,9.747162819E0
3.008696511E2,7.118647546E-2,-1.010967568E-1,9.756733894E0
3.009196511E2,6.640082598E-2,-1.154536903E-1,9.771091461E0
3.009696511E2,6.640082598E-2,-1.106680483E-1,9.751948357E0
3.010196511E2,7.597211748E-2,-1.106680483E-1,9.766305923E0
3.010696511E2,9.032905847E-2,-1.202393398E-1,9.756733894E0
3.011196511E2,6.640082598E-2,-1.058823988E-1,9.766305923E0
3.011696511E2,8.075776696E-2,-1.393819153E-1,9.766305923E0
3.012196511E2,7.118647546E-2,-1.106680483E-1,9.785448074E0
3.012696511E2,8.075776696E-2,-1.106680483E-1,9.761520386E0
3.013196511E2,8.075776696E-2,-1.154536903E-1,9.761520386E0
3.013696511E2,8.554340899E-2,-1.154536903E-1,9.780662537E0
3.014196511E2,7.597211748E-2,-1.154536903E-1,9.771091461E0
3.014696511E2,8.554340899E-2,-1.154536903E-1,9.771091461E0
3.015196511E2,6.699903309E-2,-9.631111473E-2,9.785448074E0
3.015696511E2,7.118647546E-2,-1.154536903E-1,9.761520386E0
3.016196511E2,6.640082598E-2,-1.154536903E-1,9.766305923E0
3.016696511E2,6.161518395E-2,-1.250249892E-1,9.761520386E0
3.017196511E2,6.161518395E-2,-1.154536903E-1,9.761520386E0
3.017696511E2,7.597211748E-2,-1.154536903E-1,9.761520386E0
3.018196511E2,7.597211748E-2,-1.010967568E-1,9.761520386E0
3.018696511E2,6.640082598E-2,-1.202393398E-1,9.766305923E0
3.019196511E2,7.597211748E-2,-1.058823988E-1,9.756733894E0
3.019696511E2,6.640082598E-2,-1.250249892E-1,9.747162819E0
3.020196511E2,7.597211748E-2,-1.106680483E-1,9.761520386E0
3.020696511E2,8.075776696E-2,-1.106680483E-1,9.766305923E0
3.021196511E2,7.597211748E-2,-1.250249892E-1,9.771091461E0
3.021696511E2,7.118647546E-2,-1.202393398E-1,9.742377281E0
3.022196511E2,7.597211748E-2,-1.154536903E-1,9.766305923E0
3.022696511E2,8.075776696E-2,-1.202393398E-1,9.775876999E0
3.023196511E2,8.075776696E-2,-1.106680483E-1,9.756733894E0
3.023696511E2,7.118647546E-2,-1.154536903E-1,9.756733894E0
3.024196511E2,7.597211748E-2,-1.154536903E-1,9.766305923E0
3.024696511E2,8.075776696E-2,-1.154536903E-1,9.780662537E0
3.025196511E2,6.640082598E-2,-1.058823988E-1,9.771091461E0
3.025696511E2,7.597211748E-2,-1.154536903E-1,9.771091461E0
3.026196511E2,7.118647546E-2,-1.058823988E-1,9.766305923E0
3.026696511E2,6.640082598E-2,-1.345962733E-1,9.761520386E0
3.027196511E2,6.640082598E-2,-1.106680483E-1,9.756733894E0
3.027696511E2,7.118647546E-2,-1.106680483E-1,9.766305923E0
3.028196511E2,7.118647546E-2,-1.106680483E-1,9.761520386E0
3.028696511E2,6.161518395E-2,-1.058823988E-1,9.756733894E0
3.029196511E2,7.597211748E-2,-1.106680483E-1,9.732806206E0
3.029696511E2,7.597211748E-2,-1.154536903E-1,9.766305923E0
3.030196511E2,8.075776696E-2,-1.106680483E-1,9.742377281E0
3.030696511E2,7.597211748E-2,-1.154536903E-1,9.771091461E0
3.031196511E2,7.597211748E-2,-1.106680483E-1,9.747162819E0
3.031696511E2,8.554340899E-2,-1.202393398E-1,9.751948357E0
3.032196511E2,5.682953820E-2,-1.154536903E-1,9.761520386E0
3.032696511E2,7.118647546E-2,-1.106680483E-1,9.761520386E0
3.033196511E2,6.161518395E-2,-1.154536903E-1,9.751948357E0
3.033696511E2,7.597211748E-2,-1.106680483E-1,9.780662537E0
3.034196511E2,8.075776696E-2,-1.154536903E-1,9.771091461E0
3.034696511E2,8.075776696E-2,-1.202393398E-1,9.766305923E0
3.035196511E2,6.640082598E-2,-1.202393398E-1,9.756733894E0
3.035696511E2,7.597211748E-2,-1.058823988E-1,9.751948357E0
3.036196511E2,7.118647546E-2,-1.154536903E-1,9.766305923E0
3.036696511E2,7.597211748E-2,-1.202393398E-1,9.761520386E0
3.037196511E2,9.032905847E-2,-1.393819153E-1,9.756733894E0
3.037696511E2,8.075776696E-2,-1.154536903E-1,9.751948357E0
3.038196511E2,6.161518395E-2,-1.250249892E-1,9.756733894E0
3.038696511E2,7.118647546E-2,-1.058823988E-1,9.742377281E0
3.039196511E2,8.554340899E-2,-1.154536903E-1,9.751948357E0
3.039696511E2,7.118647546E-2,-1.058823988E-1,9.766305923E0
3.040196511E2,8.554340899E-2,-1.058823988E-1,9.766305923E0
3.040696511E2,7.118647546E-2,-1.058823988E-1,9.756733894E0
3.041196511E2,6.161518395E-2,-1.058823988E-1,9.761520386E0
3.041696511E2,8.554340899E-2,-1.154536903E-1,9.780662537E0
3.042196511E2,7.118647546E-2,-1.154536903E-1,9.761520386E0
3.042696511E2,7.597211748E-2,-1.154536903E-1,9.761520386E0
3.043196511E2,7.597211748E-2,-1.202393398E-1,9.766305923E0
3.043696511E2,6.640082598E-2,-1.058823988E-1,9.756733894E0
3.044196511E2,7.118647546E-2,-1.298106313E-1,9.756733894E0
3.044696511E2,7.118647546E-2,-1.154536903E-1,9.771091461E0
3.045196511E2,6.161518395E-2,-1.202393398E-1,9.756733894E0
3.045696511E2,8.075776696E-2,-1.154536903E-1,9.771091461E0
3.046196511E2,8.075776696E-2,-1.202393398E-1,9.766305923E0
3.046696511E2,8.554340899E-2,-1.058823988E-1,9.771091461E0
3.047196511E2,7.118647546E-2,-1.154536903E-1,9.775876999E0
3.047696511E2,7.118647546E-2,-1.154536903E-1,9.761520386E0
3.048196511E2,6.161518395E-2,-1.106680483E-1,9.751948357E0
3.048696511E2,6.640082598E-2,-1.106680483E-1,9.756733894E0
3.049196511E2,7.597211748E-2,-1.058823988E-1,9.756733894E0
3.049696511E2,7.118647546E-2,-1.106680483E-1,9.756733894E0
3.050196511E2,7.597211748E-2,-1.058823988E-1,9.751948357E0
3.050696511E2,7.118647546E-2,-1.106680483E-1,9.756733894E0
3.051196511E2,7.597211748E-2,-1.010967568E-1,9.771091461E0
3.051696511E2,6.161518395E-2,-1.154536903E-1,9.747162819E0
3.052196511E2,6.640082598E-2,-1.058823988E-1,9.771091461E0
3.052696511E2,6.161518395E-2,-1.106680483E-1,9.756733894E0
3.053196511E2,8.075776696E-2,-1.298106313E-1,9.771091461E0
3.053696511E2,8.075776696E-2,-1.058823988E-1,9.771091461E0
3.054196511E2,7.597211748E-2,-1.106680483E-1,9.766305923E0
3.054696511E2,8.075776696E-2,-1.154536903E-1,9.756733894E0
3.055196511E2,7.118647546E-2,-1.154536903E-1,9.761520386E0
3.055696511E2,8.075776696E-2,-1.154536903E-1,9.732806206E0
3.056196511E2,7.118647546E-2,-1.298106313E-1,9.756733894E0
3.056696511E2,8.075776696E-2,-1.298106313E-1,9.766305923E0
3.057196511E2,7.597211748E-2,-1.202393398E-1,9.747162819E0
3.057696511E2,6.640082598E-2,-1.250249892E-1,9.766305923E0
3.058196511E2,6.640082598E-2,-1.058823988E-1,9.751948357E0
3.058696511E2,8.075776696E-2,-1.202393398E-1,9.756733894E0
3.059196511E2,6.640082598E-2,-1.106680483E-1,9.761520386E0
3.059696511E2,6.640082598E-2,-1.154536903E-1,9.766305923E0
3.060196511E2,6.640082598E-2,-1.154536903E-1,9.775876999E0
3.060696511E2,7.118647546E-2,-1.106680483E-1,9.766305923E0
3.061196511E2,7.597211748E-2,-1.202393398E-1,9.751948357E0
3.061696511E2,6.640082598E-2,-1.154536903E-1,9.742377281E0
3.062196511E2,6.640082598E-2,-1.202393398E-1,9.756733894E0
3.062696511E2,7.597211748E-2,-1.106680483E-1,9.771091461E0
3.063196511E2,7.118647546E-2,-1.202393398E-1,9.751948357E0
3.063696511E2,7.118647546E-2,-1.250249892E-1,9.771091461E0
3.064196511E2,7.118647546E-2,-1.202393398E-1,9.761520386E0
3.064696511E2,5.682953820E-2,-1.106680483E-1,9.761520386E0
3.065196511E2,7.118647546E-2,-1.250249892E-1,9.742377281E0
3.065696511E2,6.640082598E-2,-1.154536903E-1,9.747162819E0
3.066196511E2,7.118647546E-2,-1.058823988E-1,9.780662537E0
3.066696511E2,8.075776696E-2,-1.202393398E-1,9.761520386E0
3.067196511E2,7.597211748E-2,-1.058823988E-1,9.775876999E0
3.067696511E2,7.118647546E-2,-1.250249892E-1,9.766305923E0
3.068196511E2,6.161518395E-2,-1.154536903E-1,9.761520386E0
3.068696511E2,7.118647546E-2,-1.106680483E-1,9.756733894E0
3.069196511E2,7.118647546E-2,-1.106680483E-1,9.766305923E0
3.069696511E2,6.640082598E-2,-1.154536903E-1,9.761520386E0
3.070196511E2,8.075776696E-2,-1.154536903E-1,9.766305923E0
3.070696511E2,7.597211748E-2,-1.058823988E-1,9.742377281E0
3.071196511E2,6.161518395E-2,-1.010967568E-1,9.771091461E0
3.071696511E2,8.075776696E-2,-1.106680483E-1,9.747162819E0
3.072196511E2,9.032905847E-2,-1.106680483E-1,9.775876999E0
3.072696511E2,8.075776696E-2,-1.106680483E-1,9.756733894E0
3.073196511E2,6.161518395E-2,-1.154536903E-1,9.771091461E0
3.073696511E2,6.161518395E-2,-1.250249892E-1,9.732806206E0
3.074196511E2,7.118647546E-2,-1.202393398E-1,9.771091461E0
3.074696511E2,7.597211748E-2,-1.154536903E-1,9.766305923E0
3.075196511E2,7.597211748E-2,-1.202393398E-1,9.771091461E0
3.075696511E2,6.161518395E-2,-1.202393398E-1,9.751948357E0
